pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url
242,Blissey,Normal,,255,10,10,75,135,55,540,1.5,46.8,608,natural-cure|serene-grace|healer,healer,gen-ii,False,False,False,pink,humanoid,fairy,urban,fast,30,140,Happiness Pokémon,51,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
243,Raikou,Electric,,90,85,75,115,100,115,580,1.9,178.0,261,pressure|inner-focus,inner-focus,gen-ii,True,False,False,yellow,quadruped,no-eggs,grassland,slow,3,35,Thunder Pokémon,123,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
244,Entei,Fire,,115,115,85,90,75,100,580,2.1,198.0,261,pressure|inner-focus,inner-focus,gen-ii,True,False,False,brown,quadruped,no-eggs,grassland,slow,3,35,Volcano Pokémon,124,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
245,Suicune,Water,,100,75,115,90,115,85,580,2.0,187.0,261,pressure|inner-focus,inner-focus,gen-ii,True,False,False,blue,quadruped,no-eggs,grassland,slow,3,35,Aurora Pokémon,125,It races around the world to purify fouled water. It dashes away with the north wind.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
246,Larvitar,Rock,Ground,50,64,50,45,50,41,300,0.6,72.0,60,guts|sand-veil,sand-veil,gen-ii,False,False,False,green,upright,monster,mountain,slow,45,35,Rock Skin Pokémon,126,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
247,Pupitar,Rock,Ground,70,84,70,65,70,51,410,1.2,152.0,144,shed-skin,,gen-ii,False,False,False,gray,squiggle,monster,mountain,slow,45,35,Hard Shell Pokémon,126,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
248,Tyranitar,Rock,Dark,100,134,110,95,100,61,600,2.0,202.0,270,sand-stream|unnerve,unnerve,gen-ii,False,False,False,green,upright,monster,mountain,slow,45,35,Armor Pokémon,126,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
249,Lugia,Psychic,Flying,106,90,130,90,154,110,680,5.2,216.0,306,pressure|multiscale,multiscale,gen-ii,True,False,False,white,wings,no-eggs,rare,slow,3,0,Diving Pokémon,127,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
250,Ho-Oh,Fire,Flying,106,130,90,110,154,90,680,3.8,199.0,306,pressure|regenerator,regenerator,gen-ii,True,False,False,red,wings,no-eggs,rare,slow,3,0,Rainbow Pokémon,128,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
251,Celebi,Psychic,Grass,100,100,100,100,100,100,600,0.6,5.0,270,natural-cure,,gen-ii,False,True,False,green,humanoid,no-eggs,forest,medium-slow,45,100,Time Travel Pokémon,129,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
252,Treecko,Grass,,40,45,35,65,55,70,310,0.5,5.0,62,overgrow|unburden,unburden,gen-iii,False,False,False,green,upright,monster|dragon,forest,medium-slow,45,70,Wood Gecko Pokémon,130,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
253,Grovyle,Grass,,50,65,45,85,65,95,405,0.9,21.6,142,overgrow|unburden,unburden,gen-iii,False,False,False,green,upright,monster|dragon,forest,medium-slow,45,70,Wood Gecko Pokémon,130,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
254,Sceptile,Grass,,70,85,65,105,85,120,530,1.7,52.2,239,overgrow|unburden,unburden,gen-iii,False,False,False,green,upright,monster|dragon,forest,medium-slow,45,70,Forest Pokémon,130,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
255,Torchic,Fire,,45,60,40,70,50,45,310,0.4,2.5,62,blaze|speed-boost,speed-boost,gen-iii,False,False,False,red,legs,ground,grassland,medium-slow,45,70,Chick Pokémon,131,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
256,Combusken,Fire,Fighting,60,85,60,85,60,55,405,0.9,19.5,142,blaze|speed-boost,speed-boost,gen-iii,False,False,False,red,upright,ground,grassland,medium-slow,45,70,Young Fowl Pokémon,131,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
257,Blaziken,Fire,Fighting,80,120,70,110,70,80,530,1.9,52.0,239,blaze|speed-boost,speed-boost,gen-iii,False,False,False,red,upright,ground,grassland,medium-slow,45,70,Blaze Pokémon,131,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
258,Mudkip,Water,,50,70,50,50,50,40,310,0.4,7.6,62,torrent|damp,damp,gen-iii,False,False,False,blue,quadruped,monster|water1,waters-edge,medium-slow,45,70,Mud Fish Pokémon,132,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
259,Marshtomp,Water,Ground,70,85,70,60,70,50,405,0.7,28.0,142,torrent|damp,damp,gen-iii,False,False,False,blue,upright,monster|water1,waters-edge,medium-slow,45,70,Mud Fish Pokémon,132,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
260,Swampert,Water,Ground,100,110,90,85,90,60,535,1.5,81.9,241,torrent|damp,damp,gen-iii,False,False,False,blue,upright,monster|water1,waters-edge,medium-slow,45,70,Mud Fish Pokémon,132,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
261,Poochyena,Dark,,35,55,35,30,30,35,220,0.5,13.6,56,run-away|quick-feet|rattled,rattled,gen-iii,False,False,False,gray,quadruped,ground,grassland,medium,255,70,Bite Pokémon,133,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
262,Mightyena,Dark,,70,90,70,60,60,70,420,1.0,37.0,147,intimidate|quick-feet|moxie,moxie,gen-iii,False,False,False,gray,quadruped,ground,grassland,medium,127,70,Bite Pokémon,133,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
263,Zigzagoon,Normal,,38,30,41,30,41,60,240,0.4,17.5,56,pickup|gluttony|quick-feet,quick-feet,gen-iii,False,False,False,brown,quadruped,ground,grassland,medium,255,70,Tiny Raccoon Pokémon,134,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
264,Linoone,Normal,,78,70,61,50,61,100,420,0.5,32.5,147,pickup|gluttony|quick-feet,quick-feet,gen-iii,False,False,False,white,quadruped,ground,grassland,medium,90,70,Rushing Pokémon,134,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
265,Wurmple,Bug,,45,45,35,20,30,20,195,0.3,3.6,56,shield-dust|run-away,run-away,gen-iii,False,False,False,red,armor,bug,forest,medium,255,70,Worm Pokémon,135,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
266,Silcoon,Bug,,50,35,55,25,25,15,205,0.6,10.0,72,shed-skin,,gen-iii,False,False,False,white,ball,bug,forest,medium,120,70,Cocoon Pokémon,135,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
267,Beautifly,Bug,Flying,60,70,50,100,50,65,395,1.0,28.4,178,swarm|rivalry,rivalry,gen-iii,False,False,False,yellow,bug-wings,bug,forest,medium,45,70,Butterfly Pokémon,135,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
268,Cascoon,Bug,,50,35,55,25,25,15,205,0.7,11.5,72,shed-skin,,gen-iii,False,False,False,purple,ball,bug,forest,medium,120,70,Cocoon Pokémon,135,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
269,Dustox,Bug,Poison,60,50,70,50,90,65,385,1.2,31.6,173,shield-dust|compound-eyes,compound-eyes,gen-iii,False,False,False,green,bug-wings,bug,forest,medium,45,70,Poison Moth Pokémon,135,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
270,Lotad,Water,Grass,40,30,30,40,50,30,220,0.5,2.6,44,swift-swim|rain-dish|own-tempo,own-tempo,gen-iii,False,False,False,green,armor,water1|plant,waters-edge,medium-slow,255,70,Water Weed Pokémon,136,"It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
271,Lombre,Water,Grass,60,50,50,60,70,50,340,1.2,32.5,119,swift-swim|rain-dish|own-tempo,own-tempo,gen-iii,False,False,False,green,humanoid,water1|plant,waters-edge,medium-slow,120,70,Jolly Pokémon,136,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
272,Ludicolo,Water,Grass,80,70,70,90,100,70,480,1.5,55.0,216,swift-swim|rain-dish|own-tempo,own-tempo,gen-iii,False,False,False,green,humanoid,water1|plant,waters-edge,medium-slow,45,70,Carefree Pokémon,136,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
273,Seedot,Grass,,40,40,50,30,30,30,220,0.5,4.0,44,chlorophyll|early-bird|pickpocket,pickpocket,gen-iii,False,False,False,brown,legs,ground|plant,forest,medium-slow,255,70,Acorn Pokémon,137,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
274,Nuzleaf,Grass,Dark,70,70,40,60,40,60,340,1.0,28.0,119,chlorophyll|early-bird|pickpocket,pickpocket,gen-iii,False,False,False,brown,humanoid,ground|plant,forest,medium-slow,120,70,Wily Pokémon,137,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
275,Shiftry,Grass,Dark,90,100,60,90,60,80,480,1.3,59.6,216,chlorophyll|wind-rider|pickpocket,pickpocket,gen-iii,False,False,False,brown,humanoid,ground|plant,forest,medium-slow,45,70,Wicked Pokémon,137,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
276,Taillow,Normal,Flying,40,55,30,30,30,85,270,0.3,2.3,54,guts|scrappy,scrappy,gen-iii,False,False,False,blue,wings,flying,grassland,medium-slow,200,70,Tiny Swallow Pokémon,138,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
277,Swellow,Normal,Flying,60,85,60,75,50,125,455,0.7,19.8,159,guts|scrappy,scrappy,gen-iii,False,False,False,blue,wings,flying,grassland,medium-slow,45,70,Swallow Pokémon,138,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
278,Wingull,Water,Flying,40,30,30,55,30,85,270,0.6,9.5,54,keen-eye|hydration|rain-dish,rain-dish,gen-iii,False,False,False,white,wings,water1|flying,sea,medium,190,70,Seagull Pokémon,139,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
279,Pelipper,Water,Flying,60,50,100,95,70,65,440,1.2,28.0,154,keen-eye|drizzle|rain-dish,rain-dish,gen-iii,False,False,False,yellow,wings,water1|flying,sea,medium,45,70,Water Bird Pokémon,139,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
280,Ralts,Psychic,Fairy,28,25,25,45,35,40,198,0.4,6.6,40,synchronize|trace|telepathy,telepathy,gen-iii,False,False,False,white,humanoid,humanshape|indeterminate,urban,slow,235,35,Feeling Pokémon,140,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
281,Kirlia,Psychic,Fairy,38,35,35,65,55,50,278,0.8,20.2,97,synchronize|trace|telepathy,telepathy,gen-iii,False,False,False,white,humanoid,humanshape|indeterminate,urban,slow,120,35,Emotion Pokémon,140,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
282,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,518,1.6,48.4,233,synchronize|trace|telepathy,telepathy,gen-iii,False,False,False,white,humanoid,humanshape|indeterminate,urban,slow,45,35,Embrace Pokémon,140,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
